ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
-413.75,-470.97,-541.39,-171.66,66.02,-752.67,-691.05,-642.63,-154.05,-83.63,26.41,-132.05,-52.82,96.83,1866.26,1399.7
-453.36,-382.94,-453.36,-132.05,-154.05,-620.62,-642.63,-572.2,-92.43,-30.81,79.23,-92.43,-92.43,0.0,2029.12,1029.97
-532.59,-360.93,-352.13,-110.04,-572.2,-603.01,-642.63,-400.54,-70.43,-83.63,8.8,-171.66,-171.66,-110.04,1778.23,409.35
-594.21,-400.54,-312.51,-171.66,-950.74,-611.82,-620.62,-352.13,-154.05,-193.67,-70.43,-290.5,-290.5,-330.12,1267.65,-220.08
-550.2,-501.78,-290.5,-211.28,-1051.97,-550.2,-563.4,-312.51,-233.28,-211.28,-132.05,-330.12,-352.13,-413.75,726.26,-704.25
-453.36,-492.98,-171.66,-154.05,-933.13,-413.75,-391.74,-154.05,-171.66,-193.67,-171.66,-312.51,-193.67,-312.51,149.65,-911.12
-272.9,-250.89,57.22,-22.01,-651.43,-110.04,-52.82,136.45,17.61,-193.67,-171.66,-154.05,79.23,-92.43,-290.5,-792.28
-13.2,118.84,435.75,176.06,-272.9,356.53,457.76,559.0,237.68,-110.04,-70.43,136.45,378.53,57.22,-550.2,-492.98
189.27,497.38,739.46,299.31,118.84,897.92,977.15,897.92,338.92,17.61,39.61,536.99,576.6,215.68,-611.82,-52.82
246.49,655.83,875.91,316.91,418.15,1095.99,1219.23,1016.76,338.92,118.84,96.83,779.08,655.83,316.91,-572.2,435.75
149.65,616.22,818.69,277.3,536.99,937.53,1135.6,959.54,277.3,118.84,79.23,757.07,638.23,418.15,-470.97,999.15
26.41,497.38,699.85,259.69,536.99,638.23,937.53,796.68,277.3,136.45,136.45,655.83,655.83,519.38,-171.66,1439.31
8.8,338.92,519.38,215.68,519.38,418.15,677.84,559.0,259.69,299.31,338.92,536.99,677.84,598.61,277.3,1619.78
8.8,176.06,215.68,158.46,479.77,198.07,316.91,215.68,176.06,418.15,479.77,338.92,576.6,576.6,757.07,1478.93
8.8,0.0,-70.43,17.61,356.53,-13.2,-52.82,-70.43,0.0,396.14,457.76,57.22,277.3,338.92,977.15,1016.76
8.8,-92.43,-290.5,-92.43,198.07,-171.66,-290.5,-290.5,-132.05,277.3,338.92,-132.05,-52.82,8.8,977.15,435.75
26.41,-154.05,-233.28,-92.43,57.22,-162.86,-272.9,-220.08,-154.05,246.49,308.11,-101.24,-233.28,-290.5,889.12,-22.01
167.26,-70.43,0.0,39.61,57.22,-13.2,-70.43,0.0,8.8,299.31,356.53,79.23,-110.04,-290.5,757.07,-132.05
387.34,26.41,325.72,308.11,206.87,167.26,167.26,369.73,268.5,466.57,488.57,448.96,246.49,-13.2,567.8,-92.43
589.81,198.07,598.61,536.99,356.53,435.75,435.75,655.83,519.38,598.61,576.6,717.45,616.22,277.3,176.06,-22.01
708.65,387.34,726.26,607.42,409.35,796.68,708.65,787.88,629.42,589.81,567.8,818.69,765.87,466.57,-312.51,17.61
708.65,589.81,686.64,497.38,347.72,1069.58,889.12,708.65,519.38,426.95,387.34,726.26,647.03,378.53,-941.93,-22.01
647.03,699.85,497.38,387.34,259.69,1029.97,779.08,497.38,387.34,136.45,79.23,528.19,457.76,268.5,-1421.7,-22.01
528.19,466.57,246.49,268.5,66.02,559.0,396.14,237.68,246.49,-70.43,-193.67,237.68,228.88,189.27,-1663.79,57.22
325.72,26.41,0.0,96.83,-123.24,-22.01,-70.43,-70.43,79.23,-391.74,-470.97,-61.62,48.42,136.45,-1650.59,136.45
88.03,-272.9,-303.71,-44.02,-352.13,-541.39,-422.55,-360.93,-83.63,-572.2,-572.2,-413.75,-92.43,0.0,-1492.13,136.45
-30.81,-382.94,-470.97,-220.08,-470.97,-783.48,-523.79,-572.2,-242.09,-651.43,-651.43,-682.24,-281.7,-92.43,-1201.63,127.65
-132.05,-484.17,-572.2,-360.93,-572.2,-941.93,-620.62,-633.83,-321.31,-713.05,-752.67,-941.93,-400.54,-193.67,-902.32,88.03
-250.89,-691.05,-620.62,-440.16,-691.05,-1122.4,-902.32,-704.25,-360.93,-792.28,-853.9,-1210.43,-492.98,-272.9,-691.05,-13.2
-312.51,-880.31,-721.86,-492.98,-682.24,-1162.01,-1051.97,-814.29,-431.35,-752.67,-770.27,-1263.25,-581.01,-330.12,-550.2,-250.89
-193.67,-761.47,-823.09,-462.16,-563.4,-911.12,-972.75,-893.52,-400.54,-453.36,-453.36,-1012.36,-620.62,-382.94,-360.93,-532.59
-30.81,-572.2,-792.28,-382.94,-453.36,-603.01,-792.28,-831.9,-321.31,-233.28,-233.28,-721.86,-563.4,-382.94,-281.7,-752.67
-52.82,-541.39,-620.62,-250.89,-581.01,-462.16,-704.25,-603.01,-193.67,-220.08,-242.09,-704.25,-470.97,-330.12,-484.17,-911.12
-70.43,-484.17,-303.71,-44.02,-620.62,-272.9,-541.39,-281.7,-44.02,-303.71,-321.31,-673.44,-281.7,-220.08,-713.05,-990.35
127.65,-52.82,0.0,57.22,-233.28,215.68,-30.81,0.0,17.61,-92.43,-132.05,-330.12,-110.04,-132.05,-691.05,-911.12
466.57,448.96,268.5,206.87,286.1,849.5,488.57,246.49,149.65,246.49,228.88,167.26,8.8,-30.81,-360.93,-673.44
488.57,536.99,356.53,259.69,418.15,959.54,598.61,338.92,215.68,338.92,316.91,299.31,79.23,39.61,-250.89,-374.13
189.27,237.68,396.14,277.3,96.83,528.19,316.91,387.34,277.3,88.03,66.02,8.8,136.45,215.68,-484.17,-154.05
-13.2,17.61,418.15,299.31,-193.67,39.61,57.22,396.14,299.31,-132.05,-193.67,-250.89,198.07,396.14,-691.05,0.0
-13.2,17.61,338.92,299.31,-272.9,-154.05,8.8,356.53,277.3,-211.28,-312.51,-290.5,215.68,479.77,-594.21,277.3
8.8,8.8,176.06,215.68,-171.66,-413.75,-110.04,215.68,198.07,-272.9,-330.12,-272.9,136.45,435.75,-272.9,519.38
-52.82,-250.89,0.0,118.84,-132.05,-752.67,-352.13,0.0,136.45,-374.13,-374.13,-374.13,17.61,277.3,39.61,519.38
-211.28,-470.97,-70.43,57.22,-211.28,-1012.36,-550.2,-110.04,57.22,-431.35,-413.75,-470.97,-70.43,96.83,259.69,299.31
-290.5,-492.98,-110.04,17.61,-290.5,-990.35,-532.59,-132.05,8.8,-374.13,-374.13,-453.36,-171.66,8.8,299.31,17.61
-233.28,-391.74,-52.82,-13.2,-272.9,-730.66,-330.12,-13.2,-70.43,-272.9,-250.89,-312.51,-193.67,-154.05,136.45,-193.67
-92.43,-330.12,-22.01,-110.04,-193.67,-391.74,-92.43,39.61,-132.05,-171.66,-110.04,-154.05,-171.66,-290.5,-30.81,-453.36
-30.81,-233.28,79.23,-193.67,-110.04,-13.2,118.84,96.83,-193.67,-70.43,0.0,-22.01,-193.67,-391.74,-154.05,-651.43
-13.2,-13.2,215.68,-110.04,-30.81,316.91,396.14,176.06,-132.05,57.22,198.07,198.07,-154.05,-391.74,-110.04,-691.05
105.64,259.69,479.77,57.22,17.61,717.45,717.45,435.75,-22.01,316.91,435.75,519.38,17.61,-233.28,8.8,-594.21
246.49,536.99,757.07,259.69,158.46,1069.58,1069.58,779.08,158.46,559.0,655.83,836.3,316.91,-52.82,57.22,-470.97
325.72,616.22,836.3,299.31,198.07,1206.03,1206.03,959.54,237.68,677.84,757.07,999.15,418.15,17.61,79.23,-352.13
228.88,466.57,669.04,228.88,105.64,985.95,1029.97,787.88,149.65,607.42,669.04,827.49,268.5,48.42,8.8,-132.05
48.42,215.68,356.53,96.83,8.8,589.81,647.03,457.76,17.61,426.95,396.14,457.76,176.06,57.22,-171.66,176.06
-52.82,26.41,228.88,8.8,-83.63,96.83,277.3,246.49,0.0,136.45,26.41,105.64,206.87,127.65,-374.13,576.6
-233.28,-30.81,136.45,-52.82,-272.9,-281.7,-13.2,149.65,-70.43,-180.46,-264.09,-92.43,198.07,136.45,-470.97,757.07
-330.12,-92.43,0.0,-171.66,-453.36,-594.21,-171.66,26.41,-154.05,-462.16,-501.78,-211.28,57.22,0.0,-321.31,726.26
-413.75,-220.08,-193.67,-321.31,-523.79,-783.48,-360.93,-162.86,-321.31,-563.4,-603.01,-281.7,-132.05,-180.46,-154.05,479.77
-413.75,-382.94,-400.54,-470.97,-492.98,-871.51,-550.2,-413.75,-470.97,-594.21,-581.01,-352.13,-312.51,-431.35,-92.43,118.84
-391.74,-470.97,-510.58,-523.79,-422.55,-862.71,-673.44,-532.59,-563.4,-594.21,-550.2,-462.16,-431.35,-541.39,-83.63,-193.67
-374.13,-422.55,-501.78,-391.74,-374.13,-770.27,-713.05,-550.2,-413.75,-532.59,-484.17,-431.35,-431.35,-470.97,-22.01,-431.35
-352.13,-321.31,-352.13,-242.09,-382.94,-642.63,-660.23,-400.54,-264.09,-382.94,-321.31,-303.71,-272.9,-321.31,198.07,-470.97
-272.9,-154.05,-92.43,-132.05,-312.51,-352.13,-374.13,-140.85,-92.43,-140.85,-101.24,-13.2,0.0,-154.05,409.35,-360.93
-92.43,96.83,158.46,-30.81,-70.43,48.42,26.41,167.26,-22.01,105.64,167.26,378.53,237.68,-30.81,576.6,-233.28
105.64,387.34,387.34,88.03,246.49,418.15,479.77,448.96,127.65,435.75,528.19,765.87,426.95,105.64,796.68,-13.2
206.87,435.75,457.76,277.3,396.14,506.18,607.42,559.0,259.69,607.42,739.46,959.54,598.61,356.53,875.91,299.31
105.64,286.1,528.19,409.35,308.11,369.73,488.57,629.42,448.96,629.42,726.26,928.73,765.87,669.04,677.84,739.46
48.42,176.06,559.0,457.76,136.45,167.26,338.92,638.23,559.0,497.38,559.0,739.46,875.91,897.92,378.53,1179.62
66.02,136.45,497.38,418.15,17.61,48.42,246.49,536.99,559.0,338.92,378.53,479.77,796.68,999.15,215.68,1377.69
8.8,0.0,237.68,299.31,-92.43,-92.43,39.61,299.31,418.15,136.45,96.83,96.83,576.6,858.3,158.46,1355.68
-110.04,-171.66,-22.01,136.45,-272.9,-290.5,-171.66,39.61,198.07,-13.2,-92.43,-132.05,299.31,576.6,158.46,1118.0
-233.28,-272.9,-154.05,-22.01,-290.5,-391.74,-290.5,-110.04,17.61,-110.04,-211.28,-211.28,17.61,237.68,215.68,699.85
-211.28,-171.66,-211.28,-110.04,-132.05,-272.9,-193.67,-211.28,-92.43,-110.04,-154.05,-132.05,-132.05,8.8,338.92,198.07
-92.43,8.8,-193.67,-193.67,17.61,-13.2,-22.01,-211.28,-171.66,-52.82,-30.81,8.8,-233.28,-132.05,435.75,-233.28
26.41,198.07,-52.82,-132.05,158.46,299.31,259.69,-70.43,-154.05,17.61,39.61,158.46,-211.28,-193.67,435.75,-550.2
189.27,457.76,136.45,8.8,198.07,616.22,497.38,118.84,-52.82,158.46,136.45,356.53,-92.43,-193.67,338.92,-673.44
246.49,576.6,378.53,79.23,237.68,717.45,638.23,338.92,0.0,237.68,198.07,457.76,17.61,-132.05,215.68,-594.21
167.26,559.0,497.38,158.46,299.31,638.23,655.83,497.38,79.23,259.69,237.68,479.77,198.07,-22.01,176.06,-352.13
167.26,576.6,536.99,237.68,435.75,598.61,739.46,576.6,176.06,299.31,338.92,559.0,338.92,215.68,176.06,-22.01
286.1,699.85,497.38,338.92,536.99,638.23,818.69,576.6,338.92,356.53,396.14,638.23,435.75,418.15,96.83,356.53
347.72,677.84,356.53,356.53,426.95,519.38,677.84,457.76,435.75,259.69,259.69,479.77,418.15,479.77,-110.04,559.0
189.27,356.53,158.46,237.68,118.84,136.45,277.3,215.68,338.92,-22.01,-30.81,79.23,277.3,396.14,-453.36,497.38
-13.2,79.23,0.0,118.84,-44.02,-123.24,0.0,57.22,158.46,-162.86,-220.08,-140.85,158.46,277.3,-563.4,409.35
-13.2,57.22,8.8,79.23,39.61,-171.66,17.61,57.22,57.22,-154.05,-171.66,-92.43,158.46,237.68,-391.74,396.14
88.03,189.27,8.8,79.23,299.31,-101.24,127.65,149.65,79.23,0.0,-22.01,0.0,158.46,237.68,-101.24,448.96
26.41,57.22,0.0,-22.01,325.72,-220.08,8.8,118.84,57.22,-44.02,-61.62,-162.86,96.83,136.45,-13.2,409.35
-110.04,-140.85,8.8,-61.62,189.27,-330.12,-220.08,88.03,17.61,-154.05,-193.67,-391.74,-13.2,-22.01,57.22,136.45
-171.66,-101.24,8.8,-61.62,158.46,-180.46,-242.09,66.02,-30.81,-123.24,-140.85,-343.32,-52.82,-52.82,277.3,-154.05
-13.2,176.06,8.8,17.61,426.95,149.65,0.0,0.0,17.61,105.64,127.65,26.41,-83.63,-44.02,536.99,-453.36
167.26,457.76,-162.86,8.8,818.69,519.38,347.72,-162.86,17.61,418.15,497.38,479.77,-123.24,-44.02,748.27,-682.24
228.88,457.76,-360.93,-140.85,999.15,677.84,457.76,-281.7,-61.62,567.8,647.03,717.45,-123.24,-52.82,787.88,-713.05
127.65,215.68,-281.7,-180.46,919.93,598.61,378.53,-123.24,-44.02,545.79,589.81,699.85,-13.2,0.0,669.04,-391.74
-13.2,0.0,8.8,8.8,677.84,338.92,206.87,206.87,105.64,479.77,497.38,576.6,268.5,228.88,466.57,26.41
-70.43,-52.82,299.31,167.26,488.57,105.64,17.61,497.38,268.5,409.35,387.34,528.19,528.19,466.57,277.3,497.38
-171.66,-202.47,325.72,228.88,299.31,17.61,-83.63,488.57,237.68,286.1,268.5,347.72,559.0,536.99,96.83,779.08
-171.66,-281.7,149.65,105.64,88.03,-132.05,-242.09,246.49,127.65,79.23,17.61,17.61,409.35,435.75,-30.81,875.91
-171.66,-272.9,-70.43,8.8,17.61,-281.7,-391.74,8.8,0.0,-61.62,-180.46,-281.7,158.46,259.69,-180.46,787.88
-70.43,-180.46,-220.08,-52.82,0.0,-303.71,-382.94,-162.86,-13.2,-61.62,-242.09,-440.16,8.8,118.84,-140.85,589.81
-13.2,-154.05,-211.28,-70.43,79.23,-154.05,-290.5,-132.05,-52.82,17.61,-70.43,-374.13,-92.43,17.61,96.83,396.14
8.8,-154.05,-101.24,-110.04,105.64,-61.62,-193.67,-30.81,-154.05,105.64,26.41,-303.71,-154.05,-70.43,426.95,268.5
-30.81,-171.66,-52.82,-171.66,39.61,-92.43,-193.67,-13.2,-272.9,79.23,17.61,-290.5,-171.66,-250.89,536.99,57.22
-92.43,-154.05,-52.82,-193.67,88.03,-110.04,-233.28,-70.43,-312.51,17.61,-22.01,-211.28,-132.05,-391.74,378.53,-92.43
8.8,8.8,8.8,-110.04,237.68,0.0,-92.43,-52.82,-250.89,57.22,79.23,-22.01,8.8,-374.13,237.68,-211.28
167.26,136.45,118.84,-22.01,497.38,299.31,136.45,118.84,-92.43,277.3,316.91,338.92,118.84,-250.89,338.92,-154.05
325.72,237.68,299.31,136.45,699.85,435.75,338.92,378.53,79.23,479.77,519.38,576.6,237.68,-132.05,559.0,-52.82
426.95,237.68,396.14,277.3,699.85,316.91,338.92,519.38,259.69,497.38,497.38,598.61,277.3,-70.43,576.6,-13.2
466.57,198.07,378.53,356.53,479.77,118.84,158.46,457.76,338.92,316.91,299.31,356.53,198.07,-52.82,299.31,-30.81
466.57,158.46,259.69,316.91,215.68,0.0,-13.2,277.3,237.68,79.23,39.61,0.0,39.61,-92.43,-13.2,-13.2
387.34,118.84,39.61,176.06,39.61,8.8,-132.05,0.0,57.22,-13.2,-70.43,-272.9,-132.05,-171.66,-193.67,39.61
286.1,79.23,-171.66,-22.01,-22.01,8.8,-154.05,-233.28,-52.82,-70.43,-132.05,-374.13,-312.51,-211.28,-193.67,198.07
149.65,17.61,-391.74,-70.43,-70.43,-70.43,-193.67,-453.36,-132.05,-154.05,-193.67,-391.74,-391.74,-171.66,-171.66,277.3
-13.2,-92.43,-470.97,-70.43,-233.28,-193.67,-272.9,-550.2,-193.67,-250.89,-272.9,-391.74,-413.75,-171.66,-211.28,176.06
-154.05,-193.67,-492.98,-70.43,-290.5,-250.89,-290.5,-572.2,-233.28,-272.9,-290.5,-374.13,-453.36,-233.28,-154.05,-30.81
-211.28,-171.66,-492.98,-132.05,-233.28,-171.66,-154.05,-611.82,-250.89,-193.67,-171.66,-290.5,-510.58,-352.13,0.0,-391.74
-193.67,-110.04,-510.58,-193.67,-110.04,-52.82,-30.81,-673.44,-250.89,-52.82,8.8,-154.05,-532.59,-453.36,277.3,-691.05
-154.05,-154.05,-532.59,-211.28,-44.02,8.8,-13.2,-651.43,-290.5,57.22,118.84,-13.2,-510.58,-510.58,466.57,-871.51
-154.05,-272.9,-510.58,-154.05,-22.01,39.61,8.8,-572.2,-290.5,259.69,316.91,136.45,-453.36,-550.2,638.23,-990.35
-52.82,-242.09,-440.16,-110.04,167.26,198.07,105.64,-462.16,-272.9,545.79,589.81,369.73,-400.54,-510.58,889.12,-1003.56
66.02,-132.05,-352.13,-92.43,316.91,316.91,237.68,-391.74,-171.66,699.85,739.46,479.77,-352.13,-374.13,1087.19,-853.9
206.87,-61.62,-220.08,-52.82,299.31,308.11,246.49,-264.09,-52.82,669.04,726.26,426.95,-242.09,-154.05,1056.38,-563.4
189.27,-193.67,-154.05,-22.01,57.22,79.23,118.84,-171.66,0.0,378.53,418.15,215.68,-110.04,0.0,669.04,-312.51
48.42,-290.5,-83.63,88.03,-202.47,-83.63,26.41,-101.24,39.61,39.61,17.61,17.61,-13.2,118.84,57.22,-171.66
8.8,-220.08,-110.04,136.45,-382.94,-140.85,66.02,-162.86,39.61,-202.47,-220.08,-193.67,-92.43,105.64,-523.79,-171.66
88.03,-70.43,-242.09,66.02,-400.54,-140.85,88.03,-281.7,-22.01,-352.13,-413.75,-374.13,-272.9,-13.2,-972.75,-233.28
26.41,-132.05,-374.13,-22.01,-391.74,-250.89,-92.43,-470.97,-52.82,-470.97,-572.2,-611.82,-470.97,-211.28,-1342.48,-330.12
-171.66,-321.31,-422.55,-22.01,-330.12,-422.55,-462.16,-563.4,-92.43,-603.01,-682.24,-823.09,-501.78,-312.51,-1492.13,-303.71
-312.51,-431.35,-453.36,0.0,-171.66,-470.97,-713.05,-594.21,-92.43,-594.21,-633.83,-831.9,-374.13,-250.89,-1272.05,-110.04
-211.28,-321.31,-440.16,-30.81,66.02,-290.5,-660.23,-523.79,-92.43,-422.55,-382.94,-581.01,-220.08,-171.66,-743.86,48.42
-30.81,-233.28,-413.75,-110.04,338.92,-70.43,-550.2,-431.35,-154.05,-110.04,-70.43,-330.12,-171.66,-193.67,-132.05,96.83
105.64,-211.28,-193.67,-92.43,629.42,79.23,-453.36,-233.28,-132.05,198.07,237.68,-110.04,-92.43,-233.28,426.95,0.0
246.49,-154.05,79.23,-22.01,937.53,198.07,-272.9,17.61,-52.82,576.6,616.22,96.83,17.61,-193.67,999.15,-70.43
369.73,-70.43,299.31,57.22,1038.77,237.68,-52.82,259.69,8.8,779.08,875.91,396.14,176.06,-92.43,1439.31,-193.67
325.72,-110.04,338.92,57.22,818.69,158.46,17.61,356.53,0.0,757.07,875.91,576.6,277.3,-22.01,1456.92,-312.51
228.88,-193.67,338.92,136.45,497.38,57.22,17.61,418.15,118.84,677.84,757.07,576.6,418.15,176.06,1258.85,-330.12
149.65,-193.67,435.75,316.91,338.92,57.22,17.61,497.38,338.92,616.22,655.83,559.0,598.61,396.14,1016.76,-154.05
105.64,-154.05,396.14,338.92,259.69,17.61,17.61,457.76,418.15,396.14,396.14,457.76,616.22,519.38,638.23,96.83
8.8,-171.66,79.23,158.46,57.22,-110.04,-13.2,136.45,277.3,-13.2,-52.82,215.68,378.53,435.75,8.8,299.31
-70.43,-193.67,-233.28,8.8,-132.05,-250.89,-132.05,-211.28,39.61,-492.98,-550.2,-52.82,79.23,277.3,-770.27,418.15
-70.43,-30.81,-352.13,-30.81,-154.05,-110.04,-70.43,-352.13,8.8,-651.43,-713.05,-171.66,39.61,237.68,-1210.43,638.23
8.8,198.07,-154.05,17.61,39.61,215.68,118.84,-154.05,39.61,-431.35,-470.97,-13.2,277.3,356.53,-1113.6,1056.38
66.02,418.15,57.22,96.83,378.53,576.6,316.91,96.83,136.45,-30.81,-13.2,237.68,519.38,479.77,-633.83,1456.92
127.65,497.38,198.07,79.23,717.45,757.07,396.14,237.68,158.46,378.53,418.15,479.77,598.61,519.38,-22.01,1518.54
149.65,457.76,198.07,17.61,937.53,858.3,396.14,237.68,96.83,717.45,796.68,598.61,536.99,356.53,616.22,1179.62
167.26,418.15,215.68,17.61,1038.77,919.93,396.14,237.68,39.61,919.93,1016.76,677.84,418.15,79.23,1148.81,647.03
206.87,457.76,316.91,39.61,1095.99,1016.76,497.38,338.92,17.61,1056.38,1179.62,796.68,299.31,-132.05,1518.54,176.06
286.1,567.8,488.57,118.84,1197.23,1135.6,655.83,497.38,88.03,1228.04,1368.89,959.54,237.68,-242.09,1707.81,-162.86
325.72,638.23,616.22,198.07,1236.84,1157.61,779.08,616.22,176.06,1219.23,1338.08,1038.77,215.68,-211.28,1685.8,-470.97
206.87,567.8,686.64,286.1,1038.77,959.54,748.27,669.04,228.88,946.34,1069.58,985.95,246.49,-140.85,1558.15,-673.44
48.42,506.18,638.23,299.31,699.85,576.6,616.22,616.22,198.07,545.79,686.64,858.3,237.68,-162.86,1368.89,-682.24
8.8,536.99,629.42,268.5,347.72,237.68,607.42,607.42,167.26,259.69,356.53,765.87,246.49,-154.05,999.15,-572.2
88.03,466.57,567.8,228.88,-22.01,-22.01,528.19,567.8,149.65,17.61,17.61,506.18,228.88,-83.63,286.1,-360.93
88.03,325.72,435.75,136.45,-303.71,-193.67,338.92,497.38,118.84,-400.54,-413.75,39.61,158.46,8.8,-550.2,0.0
26.41,237.68,308.11,105.64,-541.39,-352.13,189.27,308.11,127.65,-792.28,-902.32,-391.74,66.02,118.84,-1263.25,369.73
-13.2,325.72,189.27,96.83,-532.59,-281.7,206.87,127.65,127.65,-902.32,-1043.17,-563.4,57.22,206.87,-1531.74,787.88
26.41,387.34,66.02,96.83,-312.51,-220.08,228.88,-13.2,127.65,-783.48,-902.32,-484.17,96.83,347.72,-1452.52,1126.8
-13.2,198.07,8.8,66.02,-140.85,-312.51,26.41,8.8,127.65,-752.67,-840.7,-532.59,167.26,457.76,-1302.86,1346.88
-211.28,-61.62,96.83,79.23,-123.24,-532.59,-250.89,136.45,136.45,-801.08,-871.51,-594.21,237.68,545.79,-1091.59,1346.88
-330.12,-242.09,206.87,88.03,-52.82,-611.82,-303.71,206.87,105.64,-704.25,-713.05,-484.17,286.1,528.19,-660.23,1148.81
-290.5,-233.28,167.26,8.8,127.65,-413.75,-101.24,149.65,26.41,-312.51,-272.9,0.0,286.1,479.77,8.8,818.69
-250.89,-202.47,39.61,-52.82,356.53,-92.43,96.83,57.22,-13.2,66.02,189.27,457.76,299.31,488.57,528.19,545.79
-193.67,-123.24,66.02,-22.01,457.76,79.23,286.1,149.65,8.8,286.1,387.34,726.26,347.72,567.8,739.46,396.14
-92.43,8.8,215.68,57.22,457.76,215.68,457.76,299.31,118.84,277.3,378.53,779.08,356.53,559.0,717.45,237.68
8.8,149.65,325.72,136.45,479.77,378.53,647.03,338.92,167.26,268.5,387.34,796.68,299.31,426.95,686.64,48.42
149.65,299.31,338.92,136.45,479.77,479.77,717.45,338.92,136.45,356.53,457.76,717.45,259.69,277.3,717.45,-110.04
206.87,316.91,378.53,136.45,378.53,457.76,598.61,418.15,198.07,316.91,396.14,479.77,299.31,237.68,528.19,-83.63
149.65,198.07,497.38,158.46,158.46,215.68,396.14,576.6,259.69,57.22,79.23,118.84,338.92,215.68,-22.01,-22.01
66.02,39.61,519.38,158.46,-30.81,-13.2,277.3,616.22,215.68,-272.9,-312.51,-92.43,299.31,136.45,-594.21,118.84
26.41,-13.2,457.76,118.84,-92.43,-132.05,215.68,559.0,118.84,-510.58,-611.82,-193.67,259.69,118.84,-990.35,338.92
48.42,-13.2,356.53,96.83,-154.05,-110.04,136.45,479.77,79.23,-594.21,-730.66,-272.9,277.3,215.68,-1153.21,655.83
8.8,-52.82,215.68,39.61,-391.74,-211.28,-92.43,277.3,57.22,-651.43,-814.29,-532.59,198.07,237.68,-1311.67,836.3
-193.67,-272.9,-13.2,-110.04,-713.05,-510.58,-532.59,-52.82,-92.43,-770.27,-893.52,-831.9,-70.43,0.0,-1412.9,536.99
-312.51,-453.36,-352.13,-374.13,-814.29,-730.66,-871.51,-453.36,-330.12,-770.27,-814.29,-893.52,-431.35,-312.51,-1250.04,-70.43
-211.28,-431.35,-492.98,-453.36,-611.82,-651.43,-871.51,-532.59,-413.75,-510.58,-492.98,-633.83,-572.2,-510.58,-770.27,-611.82
-13.2,-312.51,-374.13,-290.5,-290.5,-413.75,-713.05,-374.13,-233.28,-193.67,-110.04,-290.5,-391.74,-413.75,-154.05,-752.67
8.8,-330.12,-193.67,-92.43,-70.43,-352.13,-673.44,-233.28,-52.82,-22.01,79.23,-92.43,-110.04,-193.67,299.31,-651.43
-52.82,-470.97,-154.05,-30.81,-13.2,-453.36,-770.27,-193.67,8.8,57.22,176.06,-13.2,79.23,-13.2,576.6,-510.58
-171.66,-550.2,-211.28,-70.43,-52.82,-492.98,-792.28,-193.67,-22.01,96.83,198.07,17.61,215.68,118.84,638.23,-290.5
-233.28,-550.2,-272.9,-30.81,-132.05,-391.74,-730.66,-154.05,79.23,79.23,136.45,39.61,299.31,259.69,479.77,0.0
-290.5,-510.58,-193.67,39.61,-330.12,-330.12,-691.05,-92.43,198.07,-30.81,-13.2,-92.43,299.31,316.91,66.02,308.11
-312.51,-413.75,-110.04,96.83,-510.58,-330.12,-611.82,-92.43,158.46,-290.5,-290.5,-330.12,158.46,259.69,-431.35,316.91
-211.28,-180.46,-180.46,17.61,-541.39,-211.28,-352.13,-220.08,17.61,-470.97,-510.58,-391.74,-52.82,79.23,-941.93,268.5
-132.05,-30.81,-470.97,-211.28,-470.97,-92.43,-92.43,-510.58,-233.28,-572.2,-673.44,-312.51,-330.12,-52.82,-1241.24,277.3
-193.67,-61.62,-673.44,-360.93,-400.54,-171.66,-123.24,-691.05,-343.32,-704.25,-840.7,-374.13,-431.35,-110.04,-1430.51,356.53
-312.51,-154.05,-572.2,-312.51,-431.35,-352.13,-352.13,-611.82,-272.9,-831.9,-933.13,-492.98,-312.51,-70.43,-1443.71,215.68
-211.28,-61.62,-162.86,-101.24,-242.09,-343.32,-343.32,-220.08,-92.43,-704.25,-730.66,-470.97,-193.67,-83.63,-1153.21,-162.86
-13.2,96.83,127.65,17.61,26.41,-110.04,-22.01,66.02,8.8,-290.5,-290.5,-180.46,-110.04,-180.46,-682.24,-594.21
26.41,189.27,286.1,66.02,325.72,149.65,268.5,286.1,57.22,26.41,17.61,17.61,-30.81,-202.47,-193.67,-761.47
26.41,277.3,435.75,176.06,536.99,356.53,457.76,497.38,158.46,237.68,237.68,277.3,136.45,-30.81,127.65,-581.01
167.26,545.79,699.85,387.34,765.87,576.6,686.64,757.07,369.73,448.96,528.19,598.61,418.15,176.06,519.38,-312.51
409.35,875.91,858.3,497.38,959.54,818.69,919.93,875.91,497.38,717.45,796.68,875.91,536.99,338.92,875.91,-52.82
448.96,928.73,765.87,506.18,867.11,818.69,867.11,765.87,528.19,818.69,875.91,818.69,497.38,338.92,968.34,-13.2
246.49,576.6,519.38,378.53,497.38,536.99,457.76,536.99,418.15,655.83,677.84,435.75,378.53,299.31,717.45,8.8
66.02,198.07,338.92,277.3,136.45,215.68,57.22,356.53,338.92,479.77,479.77,118.84,277.3,259.69,387.34,8.8
88.03,96.83,259.69,215.68,-22.01,57.22,-22.01,316.91,259.69,418.15,418.15,57.22,215.68,215.68,176.06,215.68
127.65,79.23,215.68,136.45,-52.82,8.8,57.22,259.69,158.46,299.31,277.3,17.61,215.68,215.68,-52.82,616.22
